CODICE ESERCIZIO,tipo,provincia,comune,categoria,tipologia,denominazione,localita,frazione,indirizzo,cap,telefono,cellulare,fax,email,sito,n_camere,n_posti_letto,n_bagni,periodo_apertura,varie_centro_abitato,varie_zona_aereoporto,varie_zona_stazione_ff_ss,varie_in_campagna,varie_sul_mare,varie_sul_lago,varie_sul_fiume,varie_zona_imp_risalita,varie_interesse_storico,varie_villa,varie_castello,accessibile,ascensore,ristorante,ristorante_convenzionato,ristorante_vegetariano,tavola_calda,bar,giochi_bambini,sala_lettura,sala_tv,sala_tv_comune,parco_giardino,animali_domestici,servizio_congressi,servizio_congressi_min,servizio_congressi_max,accettazione_gruppi,accesso_mezzi_pubblici,accesso_mezzi_privati,parcheggio_non_custodito,garage,trasporto_clienti,pulizia_calzature,lavatura_stiratura,baby_sitting,altri_impianti_servizi,custodia_valori_cassaforte,custodia_val_cassetta_sicur,vasca_idromassaggio,doccia_idromassaggio,doccia_sauna,sauna_privata,palestra,impianti_termali,centro_benessere,spiaggia_riservata,discoteca,postazioni_internet,tv_satellitare,aria_condizionata,lingua_inglese,lingua_francese,lingua_spagnola,lingua_tedesca,altre_lingue,tennis,piscina_coperta,piscina_scoperta,golf,equitazione,vela,windsurf,sub,ricarica_bombole_sub,sci_nautico,sci_montano,ormeggio,altri_impianti_sportivi,american_express,carta_si,diners,eurocard_mastercard,jcb,visa,bancomat_pos,cirrus,maestro,altre_carte_credito
270,Alberghi,UDINE,TARVISIO,2 Stelle **,Casa principale,HOTEL TARVISIO - HOTEL SERVICE 2000 SRL,-,-,"VIA PARINI, 4",33018,347 6424445,347 6424445,-,tarvisiohotel@gmail.com,,12,24,12,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,SLOVENO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,DEPOSITO SCI,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
271,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,PARK SPIAGGIA MEUBLE',-,-,"VIA MAZZINI, 1",34073,0431 82366,-,0431 85400,info@hotelparkspiaggia.it,http://www.hotelparkspiaggia.it,30,52,28,01.IV - 31.X,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,SI,SI,NO,0,0,SI,SI,SI,NO,NO,SI,NO,SI,NO,ARIA CONDIZIONATA CON   IMPIANTO NON   CENTRALIZZATO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
272,Alberghi,GORIZIA,GRADO,2 Stelle **,Casa principale,PERLA,-,-,"VIALE ITALIA, 1",34073,0431 80720,338 7811531,0431 83097,,,23,25,23,01.VI - 15.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,NO,SI,NO,SI,NO,SI,SI,NO,SI,NO,NO,NO,NO,0,0,SI,NO,SI,NO,NO,SI,NO,SI,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,NO,NO,SI,NO,SI,SI,NO,NO,-
273,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,MORERI,-,-,"VIALE ARGINE DEI MORERI, 33",34073,0431 82183,-,0431 878521,info@hotelmorerigrado.it,http://www.hotelmorerigrado.it,28,42,28,01.IV - 31.X,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,SERVIZIO INTERNET CON WI FI E PORTATILE PER I CLIENTI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
274,Alberghi,UDINE,PULFERO,2 Stelle **,Dipendenza,AL VESCOVO (DIPENDENZA),-,-,"VIA CAPOLUOGO, 67",33046,0432 726354,-,0432 726375,info@alvescovo.com,http://www.alvescovo.com,3,7,1,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,0,0,NO,SI,SI,SI,NO,NO,NO,NO,NO,-,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,sloveno,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
275,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,MILANO PENSIONE,-,-,"VIA VERDI, 7",34073,0431 80023,333 5760615,0431 80023,office@hotelmilano-grado.info,http://www.hotelmilano-grado.info,27,48,27,01.IV - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,SI,NO,NO,NO,NO,NO,NO,NO,NO,W LAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
276,Alberghi,TRIESTE,TRIESTE,3 Stelle ***,Casa principale,JAMES JOYCE HOTEL,-,-,"VIA CAVAZZENI, 7",34121,040 302065,335 5914140,040 307223,info@hoteljamesjoyce.com,http://www.hoteljamesjoyce.com,12,21,13,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,SI,NO,NO,NO,SI,NO,SI,SI,SI,INTERNET AL PIANO TERRA E PARTE DELLE CAMERE,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,olandese,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
277,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,MERANO,-,-,"VIA VESPUCCI, 3",34073,0431/80628,-,0431 84858,info@hotelmeranogrado.it,http://www.hotelmeranogrado.it,38,74,38,01.IV - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,NO,NO,NO,SI,NO,SI,SI,NO,SI,SI,NO,0,0,SI,NO,NO,SI,NO,NO,NO,NO,NO,"SOLARIUM, FITNESS",SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,NO,-
279,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,MAREA,-,-,"VIA DEI PROVVEDITORI, 6",34073,0431 81206,338 7511750,0431 876104,info@hotelmarea.it,http://www.hotelmarea.it,14,24,14,01.I - 31.XII,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,SI,NO,SI,NO,SI,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
280,Alberghi,GORIZIA,GRADO,3 Stelle superior ***,Casa principale,MAR DEL PLATA,PINETA,-,"VIALE  ANDROMEDA, 5",34073,0431 81081,-,0431 85400,info@hotelmardelplata.it,http://www.hotelmardelplata.it,35,64,37,15.IV - 10.X,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,20,40,SI,NO,SI,SI,NO,SI,SI,SI,SI,-,SI,NO,SI,SI,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,"PING PONG,CALCIO BALILLA,  BICICLETTE",SI,SI,SI,SI,NO,SI,SI,NO,SI,-
281,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,LIDO,-,-,"VIA MOROSINI, 12",34073,0431 80420,-,0431 878911,info@hotellidogrado.it,http://www.hotellidogrado.it,28,60,28,15.V - 15.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,NO,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,WI-FI PARTI COMUNI   GRATUITA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
282,Alberghi,UDINE,FORNI AVOLTRI,3 Stelle ***,Casa principale,SCARPONE,-,-,"CORSO ITALIA, 16",33020,0433 727463 - 0433 72021,-,0433 727807,info@hotelscarpone.com,http://www.hotelscarpone.com,12,22,14,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,NO,NO,NO,0,0,SI,SI,SI,SI,NO,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
283,Alberghi,UDINE,TARVISIO,3 Stelle ***,Casa principale,AL RODODENDRO,MONTE LUSSARI,CAMPOROSSO,-,33018,0428 653923,-,0428 63196,info@hotelspartiacque.com,http://www.hotelspartiacque.com,19,49,19,"01.I - 01.IV, 01.V - 01.X, 01.XII - 31.XII",SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,Con difficoltà,NO,SI,NO,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,0,0,SI,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SLOVENO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
284,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,HELVETIA,-,-,"VIALE KENNEDY, 15",34073,0431 80598,-,0431 82861,info@hotelhelvetiagrado.it,http://www.hotelhelvetiagrado.it,36,68,38,01.V - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,NO,0,0,SI,NO,SI,NO,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
285,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,EUROPA,-,-,"VIALE KENNEDY, 3",34073,0431 80600,-,0431 85671,info@hoteleuropagrado.it,http://www.hoteleuropagrado.it,47,89,47,01.V - 22.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,slovacco,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
286,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,FRIULI,-,-,"RIVA FOSCOLO, 14",34073,0431 80841,-,0431 80842,info@hotelfriuli.eu,http://www.hotelfriuli.eu,45,81,45,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,SI,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
287,Alberghi,TRIESTE,TRIESTE,3 Stelle ***,Casa principale,CENTER HOTEL,-,BASOVIZZA,"VIA IGO GRUDEN, 43",34012,040 9221334,-,040 9221335,info@centerhotel.it,http://www.centerhotel.it,21,39,21,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,SI,NO,SI,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,SI,"SLOVENO, CROATO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
288,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,EDEN,-,-,"VIA MARCO POLO, 2",34073,0431 80136,-,0431 82087,info@hoteledengrado.it,http://www.hoteledengrado.it,39,70,39,01.IV - 31.X,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,NO,SI,NO,SI,NO,SI,16,25,SI,SI,SI,SI,SI,SI,NO,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,BICICLETTE,NO,NO,NO,SI,SI,SI,SI,SI,SI,-
289,Alberghi,UDINE,PONTEBBA,1 Stella *,Casa principale,AL PAESELLO,-,SAN LEOPOLDO,"FRAZ. SAN LEOPOLDO, 58",33016,0428 90486,-,0428 90486,alpaesello@gmail.com,,7,15,7,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,NO,NO,SI,SI,NO,NO,-
290,Alberghi,GORIZIA,GRADO,4 Stelle ****,Casa principale,DIANA,-,-,"VIA VERDI, 1",34073,0431 80026,-,0431 83330,info@hoteldiana.it,http://www.hoteldiana.it,61,98,65,15.IV - 15.X,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,SI,NO,SI,NO,SI,SI,NO,NO,SI,SI,0,0,SI,NO,SI,SI,NO,NO,SI,SI,NO,TERRAZZE ELIOTERAPICHE,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,RUSSO - SLOVENO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
291,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,CAROL,-,-,"RIVA UGO FOSCOLO, 13",34073,0431 80745,-,0431 82755,hotelcarol@hotmail.it,http://www.hotelcarolgrado.com,30,48,31,01.IV - 30.IX,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,NO,NO,NO,SI,NO,SI,NO,NO,NO,ACCESSO A INTERNET NEI LOCALI COMUNI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
292,Alberghi,PORDENONE,PORDENONE,2 Stelle **,Dipendenza,ALBERGO MONTEREALE (DIPENDENZA),-,-,"VIA MONTEREALE, 16/B",33170,0434 551011,339 8865073,0434 551011,info@hotelmontereale.com,http://www.hotelmontereale.com,6,12,6,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Eccellente,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,SI,NO,SI,SI,SI,SI,NO,SI,NO,aria condizionata centralizzata nelle camere,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
293,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,CAPRI,-,-,"VIA VESPUCCI, 1",34073,0431 80091   349 6881478,-,0431 84055,hotelcapri@libero.it,http://www.hotelcaprigrado.it,28,66,28,01.IV - 31.X,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,NO,0,0,SI,NO,SI,SI,SI,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
296,Alberghi,UDINE,AQUILEIA,2 Stelle **,Casa principale,ALLA BASILICA,-,-,"VIALE STAZIONE, 2",33051,0431 917449,-,0431 917217,info@allabasilica.it,,14,20,14,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,SI,NO,NO,0,0,SI,NO,NO,SI,NO,NO,NO,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
297,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,ARGENTINA,-,-,"VIALE ITALIA, 21",34073,0431 81071 - 81072,-,0431 83566,info@hotelargentinagrado.it,http://www.hotelaregentinagrado.it,63,125,65,01.IV - 31.X,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,0,0,SI,SI,SI,NO,SI,NO,NO,SI,SI,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,NO,-
299,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,ALLA SPIAGGIA,-,-,"VIA MAZZINI, 2",34073,0431 84841,-,0431 80162,info@albergoallaspiaggia.it,http://www.albergoallaspiaggia.it,40,74,40,01.IV - 31.X,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,NO,0,0,SI,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
300,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,ANTARES,-,-,"VIA DELLE SCUOLE, 4",34073,0431 84961,-,0431 82385,info@antareshotel.info,http://www.antareshotel.info,19,45,21,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,SI,SI,SI,SI,SI,SI,SI,SI,SI,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
301,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,ALLA CITTA' DI TRIESTE,-,-,"PIAZZA XXVI MAGGIO, 22",34073,0431 83571,-,0431 83572,info@hotelcittaditrieste.it,http://www.hotelcittaditrieste.it,25,46,25,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,SI,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
302,Alberghi,GORIZIA,GRADO,1 Stella *,Casa principale,AL PARCO,-,-,"VIA CARDUCCI, 60",34073,0431 80333,340 2591090,0431 80333,albergoalparco@gmail.com,,15,25,9,15.IV - 20.X,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,NO,SI,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,SI,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,SI,SI,NO,SI,SI,SI,SI,-
303,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,AI PINI,-,PINETA,"VIALE ANDROMEDA, 25",34073,0431 80888,-,0431 84338,info@hotelaipinigrado.it,http://www.hotelaipinigrado.it,34,60,34,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,SI,NO,NO,NO,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,SI,NO,WI-FI,SI,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,PISCINA DOTATA DI COPERTURA TELESCOPICA,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
305,Alberghi,GORIZIA,GRADO,3 Stelle ***,Casa principale,ADRIACO PENSIONE,PINETA,-,"VIALE DELLE PLEIADI, 11",34073,0431 81210,333 7022121,0431 81214,INFO@HOTELADRIACO.COM,http://WWW.HOTELADRIACOGRADO.COM,20,36,20,01.IV - 31.X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,SI,NO,NO,SI,NO,NO,NO,SI,NO,servizio spiaggia: 1 ombrellone e 2 lettini compresi nel prezzo della pensione e della mezza pensione,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
306,Alberghi,GORIZIA,GRADO,4 Stelle ****,Casa principale,ABBAZIA,-,-,"VIA COLOMBO, 12",34073,0431 80038 - 81721,-,0431 81722,info@hotel-abbazia.com,http://www.hotel-abbazia.com,48,96,48,01.IV - 31.X,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,SI,NO,SI,NO,SI,SI,NO,SI,SI,SI,50,125,SI,NO,SI,NO,SI,SI,NO,SI,SI,"SERVIZIO SPIAGGIA OFFERTO INGRESSO E OMBRELLONE,",SI,SI,SI,SI,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CONVENZIONE CON CAMPO GOLF,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
308,Alberghi,GORIZIA,GRADISCA D'ISONZO,3 Stelle ***,Casa principale,AL PONTE,-,-,"VIALE TRIESTE, 124",34072,0481 961116,335 6063360,0481 93795,info@albergoalponte.it,http://www.albergoalponte.it,42,130,42,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,NO,NO,NO,NO,SI,NO,SI,SI,NO,SI,NO,SI,10,50,SI,SI,SI,NO,NO,NO,SI,SI,SI,-,SI,SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,NO,NO,SI,lingua croata,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
309,Alberghi,GORIZIA,GRADISCA D'ISONZO,1 Stella *,Casa principale,AL PELLEGRINO,-,-,"PIAZZA MARCONI, 5",34072,0481 99918,-,0481 99918,alpellegrino@libero.it,,8,23,4,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
310,Alberghi,GORIZIA,GRADISCA D'ISONZO,4 Stelle ****,Casa principale,FRANZ,-,-,"VIALE TRIESTE, 45",34072,0481 99211,-,0481 960510,amministrazione@hotelfranz.it,http://www.hotelfranz.it,52,99,52,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,NO,SI,SI,10,99,SI,SI,SI,SI,NO,NO,SI,SI,NO,INTERNET WI-FI,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,"SLOVENO,PORTOGHESE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
